State,Agency type,Agency name,"Race/
Ethnicity/
Ancestry",Religion,"Sexual
orientation",Disability,Gender,"Gender
identity","1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",
,State Police Agencies,,1,0,0,0,0,0,,,,,
,,"State Police, Hope Valley",1,0,0,0,0,0,0,1,0,0,
South Carolina,Total,,67,28,8,2,0,6,,,,,
,Cities,,40,7,6,2,0,0,,,,,
,,Beaufort,1,0,0,0,0,0,0,1,0,0,"13,920"
,,Blacksburg,0,0,1,0,0,0,0,0,0,1,"1,899"
,,Bluffton,0,1,0,0,0,0,0,0,0,1,"22,578"
,,Calhoun Falls,5,0,0,1,0,0,0,1,2,3,"1,925"
,,Cayce,1,0,0,0,0,0,0,1,0,0,"13,481"
,,Chapin,1,0,0,0,0,0,0,0,1,0,"1,629"
,,Conway,0,1,1,0,0,0,0,1,1,0,"24,784"
,,Duncan,0,0,1,0,0,0,0,0,1,0,"3,480"
,,Easley,1,0,0,0,0,0,0,0,1,0,"21,144"
,,Elloree,4,0,0,0,0,0,0,1,0,3,652
,,Estill,0,0,1,0,0,0,0,0,1,0,"1,807"
,,Forest Acres,1,0,0,0,0,0,0,1,0,0,"10,375"
,,Georgetown,1,1,0,0,0,0,0,0,1,1,"8,819"
,,Greenville,1,0,0,0,0,0,1,0,0,0,"69,608"
,,Greer,2,0,0,0,0,0,1,0,1,0,"23,691"
,,Hartsville,1,1,0,0,0,0,2,0,0,0,"7,608"
,,Holly Hill,1,0,0,0,0,0,0,1,0,0,"1,190"
,,Inman,1,0,0,0,0,0,0,0,0,1,"2,341"
,,Lane,0,0,0,1,0,0,1,0,,0,456
,,Manning,1,0,0,0,0,0,0,0,1,0,"3,958"
,,Myrtle Beach,1,0,0,0,0,0,0,0,0,1,"33,687"
,,North Charleston,2,0,0,0,0,0,0,1,0,1,"90,159"
,,Pickens,1,0,0,0,0,0,0,0,0,1,"3,170"
,,Rock Hill,3,1,0,0,0,0,1,1,1,1,"74,049"
,,South Congaree,1,0,1,0,0,0,0,2,0,0,"2,466"
,,Springfield,2,0,0,0,0,0,0,0,0,2,488
,,Summerville,1,2,0,0,0,0,0,0,1,2,"45,656"
,,Winnsboro,5,0,0,0,0,0,1,0,2,2,"3,197"
,,Yemassee,0,0,1,0,0,0,0,0,0,1,825
,,York,2,0,0,0,0,0,0,1,1,0,"8,203"
,Universities and Colleges,,4,0,0,0,0,0,,,,,
,,Benedict College,3,0,0,0,0,0,1,1,1,0,"2,552"
,,Medical University of South Carolina,1,0,0,0,0,0,0,0,0,1,"3,454"
,Metropolitan Counties,,16,6,1,0,0,1,,,,,
,,Anderson,0,1,0,0,0,0,0,0,1,0,
,,Beaufort,1,1,1,0,0,0,1,0,1,1,
,,Calhoun,1,0,0,0,0,0,0,0,1,0,
,,Charleston,4,0,0,0,0,0,1,0,1,2,
,,Fairfield,0,0,0,0,0,1,0,0,0,1,
,,Florence,3,0,0,0,0,0,2,0,0,1,
,,Horry County Police Department,1,0,0,0,0,0,0,0,0,1,
,,Kershaw,1,1,0,0,0,0,1,0,0,1,
,,Laurens,2,0,0,0,0,0,0,1,1,0,
,,Pickens,3,3,0,0,0,0,0,0,2,4,
,Nonmetropolitan Counties,,6,15,1,0,0,5,,,,,
,,Bamberg,0,7,0,0,0,0,1,3,3,0,
,,Cherokee,0,1,0,0,0,0,1,0,0,0,
,,Colleton,2,1,0,0,0,0,0,3,0,0,
,,Dillon,1,0,0,0,0,0,0,0,1,0,
,,Georgetown,0,0,1,0,0,1,0,1,0,1,
,,Greenwood,1,2,0,0,0,4,2,2,1,2,
,,Hampton,1,0,0,0,0,0,0,0,1,0,
,,Marlboro,1,0,0,0,0,0,0,1,0,0,
,,Oconee,0,4,0,0,0,0,0,2,0,2,
,Other Agencies,,1,0,0,0,0,0,,,,,
,,Lexington County Medical Center,1,0,0,0,0,0,0,0,0,1,
South Dakota,Total,,17,0,3,0,0,0,,,,,
,Cities,,13,0,2,0,0,0,,,,,
,,Box Elder,1,0,0,0,0,0,1,0,0,0,"6,508"
,,Brookings,1,0,1,0,0,0,0,0,0,2,"24,206"
,,Flandreau,2,0,0,0,0,0,0,1,0,1,"2,332"
,,Huron,1,0,0,0,0,0,0,1,0,0,"13,193"
,,Rapid City,1,0,0,0,0,0,1,0,0,0,"75,290"
,,Sioux Falls,5,0,1,0,0,0,1,1,2,2,"152,374"
,,Vermillion,1,0,0,0,0,0,0,0,1,0,"10,804"
,,Watertown,1,0,0,0,0,0,0,0,0,1,"22,323"
,Metropolitan Counties,,2,0,0,0,0,0,,,,,
,,Meade,1,0,0,0,0,0,0,0,1,0,
,,Turner,1,0,0,0,0,0,0,0,1,0,
,Nonmetropolitan Counties,,2,0,1,0,0,0,,,,,
,,Brookings,1,0,0,0,0,0,0,1,0,0,
,,Custer,0,0,1,0,0,0,0,1,0,0,
,,Jones,1,0,0,0,0,0,0,0,0,1,
Tennessee,Total,,100,26,29,13,2,4,0,,,,
,Cities,,60,15,21,8,0,4,,,,,
,,Alcoa,1,2,0,0,0,0,0,0,1,2,"10,506"
,,Algood,0,0,0,1,0,0,0,1,0,0,"4,517"
,,Bartlett3,3,1,0,0,0,0,1,0,2,0,"59,407"
,,Brighton,1,0,0,0,0,0,0,1,0,0,"2,910"
,,Chattanooga,4,3,1,1,0,1,0,1,5,4,"180,397"
,,Clarksville,4,0,0,0,0,0,0,3,0,1,"156,264"
,,Cleveland,3,0,1,0,0,0,1,1,0,2,"44,954"
,,Clifton,0,1,0,0,0,0,1,0,0,0,"2,676"
,,Clinton,1,0,0,0,0,0,0,0,1,0,"10,137"
,,Covington,0,0,0,1,0,0,0,0,1,0,"8,794"
,,Crossville,1,0,0,0,0,0,0,0,1,0,"11,535"
,,Dandridge,0,0,1,0,0,0,0,0,1,0,"2,981"
,,Dover,0,1,0,0,0,0,1,0,0,0,"1,461"
,,Dyersburg,0,0,2,0,0,0,0,0,0,2,"16,382"
,,Elizabethton,2,0,1,0,0,0,1,0,0,2,"13,657"
,,Franklin,0,2,2,0,0,0,1,2,0,1,"80,825"
,,Germantown,1,0,0,0,0,0,0,0,1,0,"39,179"
,,Greenbrier,0,0,0,0,0,1,0,1,0,0,"6,899"
,,Greeneville,2,0,0,1,0,0,0,0,3,0,"14,867"
,,Hendersonville,1,0,0,0,0,0,0,0,1,0,"58,437"
,,Jackson,1,0,0,0,0,0,1,0,0,0,"66,848"
,,Kingsport,2,0,0,0,0,0,0,0,0,2,"50,565"
,,Knoxville,4,2,3,1,0,0,5,3,1,1,"188,653"
,,Lebanon,5,0,0,0,0,0,1,1,3,0,"33,181"
,,Maryville,2,0,0,0,0,0,0,2,0,0,"28,961"
,,McMinnville,1,0,0,0,0,0,1,0,0,0,"13,668"
,,Memphis,3,0,3,0,0,0,0,2,2,2,"652,226"
,,Metropolitan Nashville Police Department,3,0,0,0,0,2,3,0,1,1,"686,492"
,,Millington,3,0,0,2,0,0,2,0,2,1,"11,016"
,,Morristown,1,0,1,0,0,0,0,1,1,0,"29,859"
,,Mount Juliet,1,1,0,0,0,0,0,0,1,1,"36,397"
,,Munford,1,0,0,0,0,0,0,1,0,0,"6,090"
,,Murfreesboro,2,0,3,0,0,0,0,1,1,3,"140,702"
,,Oak Ridge,2,0,1,0,0,0,0,1,0,2,"26,053"
,,Pigeon Forge,1,0,0,0,0,0,0,0,0,1,"6,291"
,,Ripley,0,1,0,0,0,0,0,1,0,0,"7,977"
,,Sevierville,0,0,1,0,0,0,0,1,0,0,"16,999"
,,Shelbyville,0,0,1,0,0,0,1,0,0,0,"21,708"
,,Springfield,0,1,0,0,0,0,0,1,0,0,"16,896"
,,Spring Hill,3,0,0,0,0,0,0,2,1,0,"31,100"
,,Trenton,1,0,0,0,0,0,1,0,0,0,"4,043"
,,Whitwell,0,0,0,1,0,0,1,0,0,0,"1,706"
,Universities and Colleges,,2,0,1,0,0,0,,,,,
,,Tennessee State University,0,0,1,0,0,0,0,0,0,1,"9,820"
,,Vanderbilt University,2,0,0,0,0,0,1,0,1,0,"13,397"
,Metropolitan Counties,,23,7,4,4,1,0,,,,,
,,Blount,1,0,2,0,0,0,0,0,3,0,
,,Bradley,3,1,0,0,0,0,1,1,2,0,
,,Carter,0,0,1,0,0,0,0,0,1,0,
,,Gibson,6,1,0,0,0,0,2,1,2,2,
,,Hamilton,0,2,0,0,0,0,1,1,0,0,
,,Jefferson,0,1,0,0,0,0,0,0,0,1,
,,Maury,1,0,0,0,0,0,0,1,0,0,
,,Montgomery3,1,0,1,0,1,0,0,1,1,0,
,,Robertson,0,1,0,0,0,0,0,0,1,0,
,,Rutherford,1,0,0,0,0,0,0,1,0,0,
,,Shelby,5,0,0,1,0,0,1,2,0,3,
,,Sullivan,1,1,0,3,0,0,0,0,3,2,
,,Washington,3,0,0,0,0,0,0,1,1,1,
,,Williamson,1,0,0,0,0,0,0,1,0,0,
,Nonmetropolitan Counties,,4,2,2,1,0,0,,,,,
,,Benton,0,1,0,0,0,0,1,0,0,0,
,,Hardeman,0,1,0,0,0,0,0,0,0,1,
,,Hickman,0,0,0,1,0,0,0,0,0,1,
,,McMinn,1,0,0,0,0,0,0,1,0,0,
,,Meigs,1,0,1,0,0,0,2,0,0,0,
,,Monroe,1,0,1,0,0,0,0,0,2,0,
,,Sevier,1,0,0,0,0,0,1,0,0,0,
,State Police Agencies,,10,2,1,0,1,0,,,,,
,,Department of Safety3,10,2,1,0,1,0,6,4,1,1,
,Other Agencies,,1,0,0,0,0,0,,,,,
,,Tennessee Bureau of Investigation,1,0,0,0,0,0,0,1,0,0,
Texas,Total,,314,59,50,16,3,15,,,,,
,Cities,,241,50,42,14,3,14,,,,,
,,Abilene,3,2,0,0,0,0,0,1,1,3,"116,805"
,,Addison,0,0,0,0,0,1,0,0,0,1,"15,839"
,,Arlington,8,2,1,0,0,0,0,2,2,7,"400,920"
,,Austin,13,0,4,1,0,1,7,5,4,3,"919,709"
,,Balch Springs,1,0,0,0,0,0,0,1,0,0,"25,565"
,,Bellmead,1,0,0,0,0,0,0,0,1,0,"10,587"
,,Blanco,1,0,0,0,0,0,,0,1,0,"2,062"
,,Borger,1,0,0,0,0,0,1,0,0,0,"12,675"
,,Breckenridge,1,0,0,0,0,0,0,1,0,0,"5,396"
,,Brenham,3,1,1,0,0,0,0,2,1,2,"17,116"
,,Bridgeport,0,0,1,0,0,0,1,0,0,0,"6,691"
,,Brownsville,1,0,0,0,0,0,0,0,1,0,"184,461"
,,Brownwood,1,0,0,0,0,0,0,0,1,0,"18,772"
,,Burleson,1,0,0,0,0,0,1,0,0,0,"37,451"
,,Canyon,1,1,0,0,0,0,0,0,1,1,"15,608"
,,Carrollton,1,0,0,0,0,0,0,0,0,1,"81,238"
,,Carthage,1,0,0,0,0,0,0,0,0,1,"6,555"
,,Cedar Park,2,0,0,3,0,0,0,0,0,5,"70,496"
,,Cisco,0,0,0,0,1,0,0,0,1,0,"3,789"
,,Conroe,0,1,0,0,0,0,0,0,0,1,"87,544"
,,Corpus Christi,1,0,0,0,0,0,0,1,0,0,"328,614"
,,Dallas,15,4,7,2,0,3,1,3,14,13,"1,278,345"
,,Dayton,0,1,0,0,0,0,0,1,0,0,"8,070"
,,Decatur,9,0,0,0,0,0,4,2,2,1,"6,826"
,,Del Rio,0,0,1,0,0,0,0,1,0,0,"36,007"
,,Denton,3,0,1,0,0,0,2,1,1,0,"139,262"
,,DeSoto,0,0,1,0,0,0,0,1,0,0,"54,201"
,,Dumas,8,1,0,0,0,0,4,3,1,1,"14,790"
,,El Campo,2,0,0,0,0,0,0,0,0,2,"11,764"
,,Elgin,1,0,0,0,0,0,0,1,0,0,"8,874"
,,El Paso,0,1,1,0,0,0,1,1,0,0,"688,442"
,,Ennis,6,1,0,0,0,1,2,0,3,3,"19,367"
,,Ferris,1,0,0,0,0,0,0,1,0,0,"2,649"
,,Fort Worth3,18,2,5,1,0,0,5,13,6,0,"884,233"
,,Freeport,13,0,0,1,0,0,5,2,7,0,"12,185"
,,Frisco,0,0,1,0,0,0,0,0,0,1,"115,650"
,,Garland,1,0,0,0,0,0,0,0,0,1,"239,220"
,,Georgetown,1,0,0,0,0,0,0,1,0,0,"74,709"
,,Gladewater,1,0,0,0,0,0,0,0,0,1,"3,847"
,,Graham,2,0,0,0,0,0,1,0,1,0,"8,656"
,,Grand Prairie,3,0,0,1,0,0,1,2,0,1,"135,214"
,,Hamilton,1,0,0,0,0,0,,1,0,0,"2,994"
,,Harlingen,2,1,0,0,0,0,0,0,1,2,"65,525"
,,Hedwig Village,1,0,0,0,0,0,0,0,1,0,"2,685"
,,Henderson,3,1,0,0,0,0,0,2,0,2,"13,241"
,,Highland Village,0,0,1,0,0,0,0,0,0,1,"16,805"
,,Hillsboro,3,0,0,0,0,0,0,0,3,0,"8,422"
,,Horseshoe Bay,0,1,0,0,0,0,1,0,0,0,"3,097"
,,Houston,13,4,6,0,0,2,10,3,9,3,"2,296,862"
,,Iowa Park,1,0,0,0,0,0,0,0,1,0,"6,352"
,,Jacksonville,2,0,0,0,0,0,1,0,1,0,"14,960"
,,Katy,2,0,0,0,0,0,0,1,0,1,"14,964"
,,Keller,0,0,1,0,0,0,0,1,0,0,"48,439"
,,Kyle,1,0,1,0,0,0,,1,1,0,"46,155"
,,Lampasas,1,0,0,0,0,0,1,0,0,0,"7,992"
,,League City,2,0,0,0,0,0,0,0,2,0,"106,264"
,,Leander,0,0,0,1,0,0,0,0,0,1,"51,602"
,,Levelland,1,0,0,0,0,0,0,0,1,0,"13,646"
,,Livingston,0,1,0,0,0,0,0,1,0,0,"5,128"
,,Longview,2,0,0,0,0,1,1,1,1,0,"79,705"
,,Lubbock,4,1,2,0,0,0,0,0,5,2,"257,372"
,,Lyford,1,0,0,0,0,0,1,0,0,0,"2,546"
,,Manor,1,0,0,0,0,0,1,0,0,0,"10,102"
,,Mesquite,1,0,0,0,0,0,0,0,0,1,"144,425"
,,Mineral Wells,0,2,0,0,0,0,1,0,0,1,"14,572"
,,Mont Belvieu,4,0,0,0,0,0,3,0,0,1,"6,301"
,,Nacogdoches,2,0,0,0,0,0,0,0,2,0,"33,703"
,,New Braunfels,2,1,0,1,0,0,1,1,2,0,"68,300"
,,North Richland Hills,2,0,0,0,0,1,1,0,0,2,"71,498"
,,Oak Ridge North,4,0,0,0,0,0,1,1,2,0,"3,143"
,,Odessa,6,2,1,0,0,0,0,3,5,1,"117,453"
,,Orange,7,1,0,0,0,0,1,3,3,1,"19,137"
,,Palestine,2,0,0,0,0,0,0,0,2,0,"18,238"
,,Pampa,0,0,1,0,0,1,1,1,0,0,"17,412"
,,Pearland,1,0,1,0,0,0,0,1,1,0,"117,846"
,,Pflugerville,6,0,1,0,1,1,2,4,2,1,"65,556"
,,Plainview,12,9,0,2,0,2,6,6,6,7,"20,569"
,,Port Isabel,2,0,0,0,0,0,2,0,0,0,"5,064"
,,Rockwall,0,1,0,0,0,0,0,1,0,0,"45,183"
,,Rosenberg,2,0,1,0,0,0,0,2,0,1,"38,541"
,,Rusk,2,0,0,0,0,0,0,0,1,1,"5,539"
,,San Antonio,3,2,1,0,0,0,1,2,1,2,"1,539,300"
,,Sanger,1,0,0,0,0,0,0,1,0,0,"8,457"
,,San Juan,1,0,0,0,0,0,0,0,1,0,"37,398"
,,San Saba,0,1,0,0,0,0,1,0,0,0,"3,059"
,,Seven Points,1,0,0,0,0,0,1,0,0,0,"1,424"
,,Silsbee,2,1,0,0,0,0,0,1,2,0,"6,734"
,,Stafford,0,1,0,0,1,0,1,1,0,0,"18,079"
,,Sweetwater,1,0,0,0,0,0,1,0,0,0,"10,530"
,,Teague,1,0,0,0,0,0,,0,0,1,"3,498"
,,Temple,3,0,0,0,0,0,0,0,2,1,"75,706"
,,Tyler,1,0,0,0,0,0,0,1,0,0,"106,159"
,,Victoria,1,0,0,1,0,0,1,0,0,1,"67,766"
,,Vidor,1,1,0,0,0,0,0,1,0,1,"10,875"
,,Waco3,1,2,1,0,0,0,0,1,2,0,"138,091"
,,Watauga,1,0,0,0,0,0,0,0,0,1,"24,757"
,,Wichita Falls,2,0,0,0,0,0,0,0,2,0,"104,738"
,Universities and Colleges,,5,0,2,1,0,0,,,,,
,,Angelo State University,1,0,1,0,0,0,1,0,1,0,"11,025"
,,Stephen F. Austin State University,1,0,0,0,0,0,0,0,0,1,"14,493"
,,"University of Houston, Central Campus",2,0,0,0,0,0,1,1,0,0,"50,293"
,,University of Texas:,,,,,,,,,,,
,,Arlington,0,0,1,0,0,0,0,0,0,1,"59,019"
,,Houston,1,0,0,1,0,0,1,0,0,1,"6,634"
,Metropolitan Counties,,55,4,5,1,0,0,,,,,
,,Brazoria,0,0,1,0,0,0,0,0,0,1,
,,Chambers,0,0,1,0,0,0,0,1,0,0,
,,Fort Bend,2,0,0,0,0,0,,2,0,0,
,,Hudspeth,48,0,0,0,0,0,0,14,14,20,
,,Liberty,2,0,0,0,0,0,0,1,0,1,
,,Lubbock,1,0,0,0,0,0,1,0,0,0,
,,Parker,0,1,1,0,0,0,1,0,0,1,
,,Potter,1,1,1,0,0,0,0,1,0,2,
,,Smith,1,0,0,0,0,0,0,0,1,0,
,,Travis,0,1,1,0,0,0,0,2,0,0,
,,Williamson,0,0,0,1,0,0,0,0,0,1,
,,Wise,0,1,0,0,0,0,0,0,1,0,
,Nonmetropolitan Counties,,12,4,1,0,0,0,,,,,
,,Bee,2,0,0,0,0,0,0,1,1,0,
,,Cherokee,3,1,0,0,0,0,2,0,1,1,
,,Deaf Smith,1,0,0,0,0,0,,0,0,1,
,,Delta,1,0,0,0,0,0,0,0,1,0,
,,Erath,0,0,1,0,0,0,0,0,1,0,
,,Floyd,2,0,0,0,0,0,1,1,0,0,
,,Houston,2,1,0,0,0,0,1,0,1,1,
,,Navarro,0,1,0,0,0,0,1,0,0,0,
,,Ward,1,0,0,0,0,0,0,0,0,1,
,,Washington,0,1,0,0,0,0,0,1,0,0,
,Other Agencies,,1,1,0,0,0,1,,,,,
,,Independent School District:  ,,,,,,,,,,,
,,Calhoun County,0,1,0,0,0,0,1,0,0,0,
,,Pflugerville,0,0,0,0,0,1,0,0,0,1,
,,Spring Branch,1,0,0,0,0,0,0,1,0,0,
Utah,Total,,20,7,4,1,0,1,,,,,
,Cities,,18,4,4,1,0,0,,,,,
,,Bountiful,0,0,1,0,0,0,1,0,0,0,"44,317"
,,Clearfield,1,0,0,0,0,0,0,0,1,0,"31,558"
,,Draper,1,0,0,0,0,0,0,0,0,1,"46,257"
,,Farmington,0,1,0,0,0,0,0,0,0,1,"25,006"
,,Hurricane,0,1,0,0,0,0,1,0,0,0,"17,676"
,,Layton,3,0,0,1,0,0,2,0,1,1,"78,052"
,,Price,4,1,0,0,0,0,2,0,3,0,"8,201"
,,Salt Lake City,2,0,2,0,0,0,0,1,2,1,"202,633"
,,Saratoga Springs,1,0,0,0,0,0,0,0,1,0,"31,786"
,,South Salt Lake,1,0,0,0,0,0,0,1,0,0,"25,160"
,,St. George,1,0,0,0,0,0,0,1,0,0,"86,202"
,,Vernal,1,1,0,0,0,0,0,0,0,2,"10,484"
,,Washington,1,0,0,0,0,0,0,0,1,0,"27,705"
,,West Bountiful,1,0,1,0,0,0,0,0,0,2,"5,705"
,,Woods Cross,1,0,0,0,0,0,0,0,0,1,"11,600"
,Nonmetropolitan Counties,,0,1,0,0,0,0,,,,,
,,Wayne,0,1,0,0,0,0,0,1,0,0,
,State Police Agencies,,1,0,0,0,0,0,,,,,
,,Utah Highway Patrol,1,0,0,0,0,0,0,0,1,0,
,Other Agencies,,1,2,0,0,0,1,,,,,
,,Utah Transit Authority,1,2,0,0,0,1,3,0,0,1,
Vermont,Total,,30,11,3,1,0,0,,,,,
,Cities,,25,8,1,1,0,0,,,,,
,,Barre,1,0,0,0,0,0,0,0,0,1,"8,605"
,,Barre Town,1,0,0,0,0,0,0,1,0,0,"7,693"
,,Bellows Falls,0,0,1,0,0,0,0,1,0,0,"2,993"
,,Brandon,1,0,0,0,0,0,0,1,0,0,"3,766"
,,Brattleboro,1,2,0,0,0,0,0,0,2,1,"11,410"
,,Burlington,7,1,0,0,0,0,5,1,1,1,"42,212"
,,Essex,1,0,0,0,0,0,0,0,1,0,"21,803"
,,Hartford,1,0,0,0,0,0,0,1,0,0,"9,567"
,,Lyndonville,1,0,0,0,0,0,1,0,0,0,"1,157"
,,Milton,0,0,0,1,0,0,0,0,1,0,"11,024"
,,Montpelier,1,0,0,0,0,0,0,0,0,1,"7,434"
,,Morristown,1,1,0,0,0,0,0,1,1,0,"5,450"
,,South Burlington,1,2,0,0,0,0,2,0,1,0,"19,318"
,,Springfield,1,0,0,0,0,0,1,0,0,0,"8,864"
,,St. Albans,1,0,0,0,0,0,0,0,0,1,"6,777"
,,St. Johnsbury,1,0,0,0,0,0,0,1,0,0,"7,158"
,,Stowe,1,0,0,0,0,0,0,1,0,0,"4,495"
,,Swanton,0,1,0,0,0,0,0,1,0,0,"6,560"
,,Williston,1,1,0,0,0,0,1,0,1,0,"9,778"
,,Winhall,3,0,0,0,0,0,0,0,3,0,730
,Universities and Colleges,,1,2,1,0,0,0,,,,,
,,University of Vermont,1,2,1,0,0,0,4,0,0,0,"15,069"
,Metropolitan Counties,,1,0,0,0,0,0,,,,,
,,Chittenden,1,0,0,0,0,0,0,1,0,0,
,Nonmetropolitan Counties,,1,0,0,0,0,0,,,,,
,,Windham,1,0,0,0,0,0,0,0,1,0,
,State Police Agencies,,2,1,1,0,0,0,,,,,
,,State Police:  ,,,,,,,,,,,
,,Middlesex,0,0,1,0,0,0,0,0,1,0,
,,Rutland,1,0,0,0,0,0,0,0,1,0,
,,Shaftsbury,0,1,0,0,0,0,0,0,1,0,
,,Vermont State Police Headquarters Bureau of Criminal Investigations,1,0,0,0,0,0,0,1,0,0,
Virginia,Total,,85,25,23,9,1,0,,,,,
,Cities,,20,4,3,2,0,0,,,,,
,,Alexandria,2,0,0,0,0,0,0,1,0,1,"162,588"
,,Bristol,0,1,0,0,0,0,0,0,0,1,"16,613"
,,Charlottesville,4,1,0,0,0,0,1,0,3,1,"48,585"
,,Chesapeake,2,0,0,0,0,0,0,0,0,2,"242,310"
,,Fairfax City,1,0,0,0,0,0,1,0,0,0,"24,259"
,,Falls Church,1,0,0,0,0,0,0,0,0,1,"14,884"
,,Front Royal,0,0,1,0,0,0,0,1,0,0,"15,356"
,,Hampton,1,0,1,1,0,0,0,1,1,1,"133,965"
,,Middleburg,1,0,0,0,0,0,0,0,0,1,879
,,Newport News,4,0,1,0,0,0,2,0,1,2,"178,734"
,,Orange,1,0,0,0,0,0,1,0,0,0,"5,016"
,,Petersburg,0,0,0,1,0,0,0,0,0,1,"31,568"
,,Suffolk,1,0,0,0,0,0,0,0,1,0,"90,817"
,,Vienna,1,0,0,0,0,0,1,0,0,0,"16,660"
,,Virginia Beach,1,1,0,0,0,0,0,0,1,1,"451,001"
,,Williamsburg,0,1,0,0,0,0,0,0,0,1,"15,191"
,Universities and Colleges,,6,2,2,2,0,0,,,,,
,,George Mason University,2,0,0,0,0,0,1,0,0,1,"46,266"
,,Northern Virginia Community College,2,1,0,0,0,0,0,0,2,1,"74,283"
,,Old Dominion University,0,0,2,0,0,0,0,1,1,0,"28,758"
,,University of Mary Washington,0,0,0,1,0,0,0,0,0,1,"5,276"
,,University of Virginia,1,1,0,1,0,0,0,2,1,0,"27,960"
,,Virginia Commonwealth University,1,0,0,0,0,0,0,0,0,1,"34,271"
,Metropolitan Counties,,58,18,15,3,1,0,,,,,
,,Albemarle County Police Department,1,0,0,1,0,0,0,0,0,2,
,,Arlington County Police Department,4,0,1,0,0,0,2,0,1,2,
,,Bedford,1,0,0,2,0,0,0,0,0,3,
,,Campbell,1,0,0,0,0,0,0,0,1,0,
,,Chesterfield County Police Department,4,3,0,0,0,0,3,2,1,1,
,,Dinwiddie,2,1,0,0,0,0,2,0,0,1,
,,Fairfax County Police Department,16,5,5,0,0,0,3,4,11,8,
,,Fluvanna,1,0,0,0,0,0,1,0,0,0,
,,Franklin,1,0,0,0,0,0,0,0,1,0,
,,Frederick,0,0,1,0,0,0,0,1,0,0,
,,Giles,1,0,0,0,0,0,0,0,1,0,
,,Gloucester,1,0,1,0,0,0,1,0,0,1,
,,Henrico County Police Department,2,0,0,0,0,0,0,1,1,0,
,,King William,0,0,0,0,1,0,1,0,0,0,
,,Loudoun,13,6,1,0,0,0,8,3,1,8,
,,Nelson,1,0,0,0,0,0,0,1,0,0,
,,Prince William County Police Department,5,2,0,0,0,0,3,2,0,2,
,,Pulaski,0,0,1,0,0,0,0,0,1,0,
,,Roanoke County Police Department,1,0,0,0,0,0,0,1,0,0,
,,Rockingham,0,0,2,0,0,0,0,1,1,0,
,,Southampton,0,0,1,0,0,0,0,0,1,0,
,,Spotsylvania,2,1,0,0,0,0,0,0,1,2,
,,Stafford,1,0,1,0,0,0,0,1,1,0,
,,York,0,0,1,0,0,0,0,0,1,0,
,Nonmetropolitan Counties,,1,1,1,0,0,0,,,,,
,,Accomack,1,0,0,0,0,0,1,0,0,0,
,,Page,0,1,0,0,0,0,1,0,0,0,
,,Surry,0,0,1,0,0,0,0,0,1,0,
,State Police Agencies,,0,0,2,2,0,0,,,,,
,,State Police:  ,,,,,,,,,,,
,,Amherst County,0,0,0,1,0,0,0,1,0,0,
,,Fairfax County,0,0,0,1,0,0,0,0,0,1,
,,Virginia Beach,0,0,1,0,0,0,0,0,0,1,
,,Winchester,0,0,1,0,0,0,0,0,0,1,
Washington,Total,,299,72,106,6,5,19,,,,,
,Cities,,270,55,102,6,4,18,,,,,
,,Airway Heights,1,0,0,0,0,0,1,0,0,0,"9,085"
,,Auburn,4,0,0,0,0,0,3,0,0,1,"72,392"
,,Bellevue,3,2,3,0,0,0,2,3,2,1,"146,913"
,,Bellingham,1,4,0,1,0,0,2,2,1,1,"90,208"
,,Bothell,0,0,0,0,0,1,0,1,0,0,"28,325"
,,Castle Rock,0,0,1,0,0,0,0,0,0,1,"2,251"
,,Centralia,2,0,1,0,0,0,0,2,1,0,"17,299"
,,Cheney,1,0,0,0,0,0,0,0,1,0,"12,715"
,,Clarkston,1,0,0,0,0,0,1,0,0,0,"7,417"
,,Dupont,1,0,0,0,0,0,0,0,1,0,"9,678"
,,Edgewood,1,0,0,0,0,0,0,1,0,0,"11,510"
,,Edmonds,2,1,0,0,0,0,2,1,0,0,"42,565"
,,Everett,7,0,0,0,0,0,2,2,1,2,"111,091"
,,Fircrest,1,0,0,0,0,0,0,0,1,0,"6,839"
,,Issaquah,1,0,2,0,0,0,0,3,0,0,"38,606"
,,Kennewick,1,0,0,0,0,0,0,0,0,1,"82,687"
,,Kent,11,3,3,0,0,1,4,5,4,5,"129,870"
,,Kirkland,0,0,0,0,0,1,0,1,0,0,"89,805"
,,Lacey,1,0,0,0,0,0,1,0,0,0,"50,844"
,,Lake Forest Park,1,0,0,0,0,0,1,0,0,0,"13,504"
,,Lake Stevens,1,0,0,0,0,0,0,0,0,1,"33,491"
,,Lakewood,6,0,0,0,0,0,1,2,2,1,"60,694"
,,Longview,3,0,0,0,0,0,1,1,0,1,"37,720"
,,Lynden,1,0,0,0,0,0,0,0,1,0,"14,612"
,,Lynnwood,2,0,0,0,0,0,1,0,0,1,"38,620"
,,Marysville,4,1,0,0,0,0,2,2,0,1,"70,204"
,,Mill Creek,1,0,0,0,0,0,1,0,0,0,"21,234"
,,Monroe,3,0,0,0,0,0,2,0,1,0,"19,003"
,,Morton,0,0,2,0,0,0,1,1,0,0,"1,164"
,,Mountlake Terrace,1,0,0,0,0,0,0,0,1,0,"21,549"
,,Mount Vernon,1,0,0,0,0,0,0,1,0,0,"35,550"
,,Newcastle,1,0,0,0,0,0,0,0,1,0,"11,878"
