Date,Value,Anomaly
200412,55.8,1.6
200512,55.7,1.5
200612,57.3,3.1
200712,56.3,2.1
200812,56.3,2.1
200912,55.4,1.2
201012,56.7,2.5
201112,57.4,3.2
201212,58.5,4.3
201312,55.8,1.6
201412,54.7,0.5
201512,56.4,2.2
201612,57.4,3.2
201712,57.6,3.4
201812,57.1,2.9
201912,57.5,3.3
202012,58.0,3.8
