Date,Value,Anomaly
200412,52.7,1.1
200512,52.8,1.2
200612,53.0,1.4
200712,53.3,1.7
200812,51.8,0.2
200912,51.7,0.1
201012,52.0,0.4
201112,53.5,1.9
201212,54.3,2.7
201312,51.8,0.2
201412,50.8,-0.8
201512,53.1,1.5
201612,54.1,2.5
201712,54.0,2.4
201812,53.3,1.7
201912,54.2,2.6
202012,54.0,2.4
