Date,Value,Anomaly
200412,55.2,1.4
200512,55.2,1.4
200612,56.5,2.7
200712,55.7,1.9
200812,55.3,1.5
200912,54.6,0.8
201012,55.8,2.0
201112,56.5,2.7
201212,57.5,3.7
201312,54.7,0.9
201412,53.6,-0.2
201512,55.4,1.6
201612,56.5,2.7
201712,56.7,2.9
201812,55.9,2.1
201912,56.6,2.8
202012,57.2,3.4
