Date,Value,Anomaly
200412,61.0,0.6
200512,62.0,1.6
200612,62.0,1.6
200712,61.8,1.4
200812,59.9,-0.5
200912,59.9,-0.5
201012,61.2,0.8
201112,61.8,1.4
201212,63.6,3.2
201312,59.6,-0.8
201412,58.7,-1.7
201512,61.4,1.0
201612,62.8,2.4
201712,62.5,2.1
201812,61.2,0.8
201912,61.2,0.8
202012,61.1,0.7
