Date,Value,Anomaly
200412,40.4,0.3
200512,41.8,1.7
200612,44.0,3.9
200712,40.7,0.6
200812,41.6,1.5
200912,40.9,0.8
201012,44.6,4.5
201112,42.8,2.7
201212,43.9,3.8
201312,42.0,1.9
201412,41.2,1.1
201512,41.2,1.1
201612,43.3,3.2
201712,42.4,2.3
201812,41.8,1.7
201912,40.7,0.6
202012,43.5,3.4
