Date,Value,Anomaly
200412,50.8,1.3
200512,50.7,1.2
200612,50.8,1.3
200712,51.5,2.0
200812,50.4,0.9
200912,50.4,0.9
201012,50.0,0.5
201112,49.6,0.1
201212,52.4,2.9
201312,50.5,1.0
201412,53.0,3.5
201512,52.9,3.4
201612,51.9,2.4
201712,52.2,2.7
201812,52.0,2.5
201912,49.9,0.4
202012,52.4,2.9
