Date,Value,Anomaly
200412,47.6,0.7
200512,48.4,1.5
200612,50.1,3.2
200712,48.3,1.4
200812,48.6,1.7
200912,47.7,0.8
201012,50.4,3.5
201112,49.7,2.8
201212,51.3,4.4
201312,48.8,1.9
201412,47.7,0.8
201512,48.5,1.6
201612,50.3,3.4
201712,49.6,2.7
201812,49.5,2.6
201912,48.5,1.6
202012,50.9,4.0
