Date,Value,Anomaly
200412,58.5,0.8
200512,58.8,1.1
200612,58.9,1.2
200712,59.9,2.2
200812,57.6,-0.1
200912,57.6,-0.1
201012,57.9,0.2
201112,58.9,1.2
201212,60.3,2.6
201312,57.1,-0.6
201412,56.6,-1.1
201512,59.0,1.3
201612,60.3,2.6
201712,60.0,2.3
201812,59.1,1.4
201912,59.8,2.1
202012,59.3,1.6
