Date,Value,Anomaly
200412,53.5,0.7
200512,54.7,1.9
200612,54.7,1.9
200712,54.2,1.4
200812,53.6,0.8
200912,54.3,1.5
201012,54.2,1.4
201112,54.6,1.8
201212,56.0,3.2
201312,53.7,0.9
201412,54.8,2.0
201512,54.9,2.1
201612,55.5,2.7
201712,56.4,3.6
201812,55.5,2.7
201912,54.4,1.6
202012,56.0,3.2
