Date,Value,Anomaly
200412,63.2,0.8
200512,63.1,0.7
200612,63.6,1.2
200712,64.3,1.9
200812,62.9,0.5
200912,62.7,0.3
201012,62.6,0.2
201112,64.1,1.7
201212,64.5,2.1
201312,62.3,-0.1
201412,62.2,-0.2
201512,64.5,2.1
201612,64.9,2.5
201712,65.1,2.7
201812,64.3,1.9
201912,65.0,2.6
202012,64.6,2.2
