,State,Year,GDP
900,North Carolina,2015,475096.6
901,North Dakota,2015,56542.4
902,Ohio,2015,578852.4
903,Oklahoma,2015,197071.9
904,Oregon,2015,189946.5
905,Pennsylvania,2015,682466.1
906,Rhode Island,2015,52819.1
907,South Carolina,2015,192019.9
908,South Dakota,2015,45664.5
909,Tennessee,2015,304484.2
910,Texas,2015,1605901.7
911,Utah,2015,141720.5
912,Vermont,2015,29119.0
913,Virginia,2015,455162.4
914,Washington,2015,441952.1
915,West Virginia,2015,70663.0
916,Wisconsin,2015,289077.0
917,Wyoming,2015,40418.2
918,Alabama,2016,194283.8
919,Alaska,2016,54246.6
920,Arizona,2016,291275.2
921,Arkansas,2016,112798.1
922,California,2016,2427894.6
923,Colorado,2016,318953.4
924,Connecticut,2016,243286.7
925,Delaware,2016,63001.3
926,District of Columbia,2016,119644.3
927,Florida,2016,881539.2
928,Georgia,2016,506816.2
929,Hawaii,2016,77303.9
930,Idaho,2016,65479.0
931,Illinois,2016,749333.5
932,Indiana,2016,319601.5
933,Iowa,2016,170389.1
934,Kansas,2016,153695.3
935,Kentucky,2016,184115.0
936,Louisiana,2016,228428.5
937,Maine,2016,55565.4
938,Maryland,2016,360082.0
939,Massachusetts,2016,475349.0
940,Michigan,2016,452325.2
941,Minnesota,2016,324030.3
942,Mississippi,2016,101255.3
943,Missouri,2016,279109.2
944,Montana,2016,44436.8
945,Nebraska,2016,112611.5
946,Nevada,2016,140081.2
947,New Hampshire,2016,73572.2
948,New Jersey,2016,535055.3
949,New Mexico,2016,89151.4
950,New York,2016,1403230.5
951,North Carolina,2016,482968.9
952,North Dakota,2016,52974.6
953,Ohio,2016,583946.4
954,Oklahoma,2016,193025.1
955,Oregon,2016,198079.3
956,Pennsylvania,2016,688359.4
957,Rhode Island,2016,52902.6
958,South Carolina,2016,198005.7
959,South Dakota,2016,46076.0
960,Tennessee,2016,310143.2
961,Texas,2016,1619954.2
962,Utah,2016,147962.3
963,Vermont,2016,29408.1
964,Virginia,2016,459965.8
965,Washington,2016,458263.8
966,West Virginia,2016,70011.4
967,Wisconsin,2016,291920.3
968,Wyoming,2016,38188.7
969,Alabama,2017,196974.9
970,Alaska,2017,54278.7
971,Arizona,2017,303606.1
972,Arkansas,2017,113850.2
973,California,2017,2538204.0
974,Colorado,2017,329913.3
975,Connecticut,2017,247035.9
976,Delaware,2017,60357.5
977,District of Columbia,2017,120759.4
978,Florida,2017,912687.4
979,Georgia,2017,523805.3
980,Hawaii,2017,78947.4
981,Idaho,2017,66941.0
982,Illinois,2017,753027.0
983,Indiana,2017,324997.6
984,Iowa,2017,170887.5
985,Kansas,2017,155514.7
986,Kentucky,2017,185920.6
987,Louisiana,2017,233351.7
988,Maine,2017,56469.4
989,Maryland,2017,366204.4
990,Massachusetts,2017,482808.4
991,Michigan,2017,457614.0
992,Minnesota,2017,327483.2
993,Mississippi,2017,101245.3
994,Missouri,2017,281253.3
995,Montana,2017,45974.3
996,Nebraska,2017,114143.9
997,Nevada,2017,145485.5
998,New Hampshire,2017,73972.7
999,New Jersey,2017,537578.5
1000,New Mexico,2017,88962.9
1001,New York,2017,1419112.1
1002,North Carolina,2017,495221.3
1003,North Dakota,2017,54187.1
1004,Ohio,2017,593636.0
1005,Oklahoma,2017,194017.2
1006,Oregon,2017,205524.0
1007,Pennsylvania,2017,694866.6
1008,Rhode Island,2017,52691.8
1009,South Carolina,2017,202512.4
1010,South Dakota,2017,45775.8
1011,Tennessee,2017,318963.9
1012,Texas,2017,1659453.3
1013,Utah,2017,154758.3
1014,Vermont,2017,29490.6
1015,Virginia,2017,467362.0
1016,Washington,2017,482007.0
1017,West Virginia,2017,71425.6
1018,Wisconsin,2017,291922.7
1019,Wyoming,2017,37521.6
1020,Alabama,2018,200372.6
1021,Alaska,2018,53327.0
1022,Arizona,2018,314827.5
1023,Arkansas,2018,115885.2
1024,California,2018,2644061.2
1025,Colorado,2018,342733.2
1026,Connecticut,2018,249074.8
1027,Delaware,2018,61425.1
1028,District of Columbia,2018,123680.5
1029,Florida,2018,941626.7
1030,Georgia,2018,538604.6
1031,Hawaii,2018,79845.3
1032,Idaho,2018,70857.3
1033,Illinois,2018,771695.5
1034,Indiana,2018,336327.1
1035,Iowa,2018,173547.7
1036,Kansas,2018,158734.4
1037,Kentucky,2018,187926.6
1038,Louisiana,2018,237298.3
1039,Maine,2018,58099.9
1040,Maryland,2018,367977.4
1041,Massachusetts,2018,501541.5
1042,Michigan,2018,466559.4
1043,Minnesota,2018,336892.2
1044,Mississippi,2018,100872.7
1045,Missouri,2018,284540.3
1046,Montana,2018,46584.1
1047,Nebraska,2018,116792.9
1048,Nevada,2018,150448.0
1049,New Hampshire,2018,75433.0
1050,New Jersey,2018,550059.5
1051,New Mexico,2018,90933.6
1052,New York,2018,1458382.4
1053,North Carolina,2018,501564.9
1054,North Dakota,2018,55914.2
1055,Ohio,2018,597925.5
1056,Oklahoma,2018,197453.2
1057,Oregon,2018,214902.5
1058,Pennsylvania,2018,704027.8
1059,Rhode Island,2018,52553.3
1060,South Carolina,2018,207101.2
1061,South Dakota,2018,46300.3
1062,Tennessee,2018,323541.6
1063,Texas,2018,1728304.0
1064,Utah,2018,164622.1
1065,Vermont,2018,29602.2
1066,Virginia,2018,477915.2
1067,Washington,2018,515029.1
1068,West Virginia,2018,73170.4
1069,Wisconsin,2018,299062.6
1070,Wyoming,2018,38080.1
1071,Alabama,2019,203432.7
1072,Alaska,2019,53433.8
1073,Arizona,2019,325395.3
1074,Arkansas,2019,117126.2
1075,California,2019,2729225.8
1076,Colorado,2019,358438.5
1077,Connecticut,2019,251568.2
1078,Delaware,2019,64143.5
1079,District of Columbia,2019,124597.2
1080,Florida,2019,965672.5
1081,Georgia,2019,557364.4
1082,Hawaii,2019,79213.4
1083,Idaho,2019,74162.6
1084,Illinois,2019,775998.1
1085,Indiana,2019,337902.2
1086,Iowa,2019,173722.0
1087,Kansas,2019,159826.2
1088,Kentucky,2019,192971.9
1089,Louisiana,2019,237044.6
1090,Maine,2019,59553.4
1091,Maryland,2019,368056.4
1092,Massachusetts,2019,514170.8
1093,Michigan,2019,467107.0
1094,Minnesota,2019,340557.1
1095,Mississippi,2019,100982.8
1096,Missouri,2019,290619.5
1097,Montana,2019,46886.2
1098,Nebraska,2019,118603.7
1099,Nevada,2019,156959.1
1100,New Hampshire,2019,76819.1
1101,New Jersey,2019,559648.8
1102,New Mexico,2019,94897.4
1103,New York,2019,1500833.4
1104,North Carolina,2019,512834.8
1105,North Dakota,2019,56385.4
1106,Ohio,2019,613251.4
1107,Oklahoma,2019,201161.5
1108,Oregon,2019,219588.0
1109,Pennsylvania,2019,715060.7
1110,Rhode Island,2019,53411.4
1111,South Carolina,2019,213237.8
1112,South Dakota,2019,46650.5
1113,Tennessee,2019,331176.6
1114,Texas,2019,1779781.4
1115,Utah,2019,172038.4
1116,Vermont,2019,29940.7
1117,Virginia,2019,489199.1
1118,Washington,2019,533150.4
1119,West Virginia,2019,72633.4
1120,Wisconsin,2019,303669.0
1121,Wyoming,2019,38446.6
1122,Alabama,2020,199880.8
1123,Alaska,2020,50705.2
1124,Arizona,2020,327178.0
1125,Arkansas,2020,117268.2
1126,California,2020,2667220.9
1127,Colorado,2020,353345.2
1128,Connecticut,2020,235234.9
1129,Delaware,2020,62281.8
1130,District of Columbia,2020,122485.3
1131,Florida,2020,950164.4
1132,Georgia,2020,537615.8
1133,Hawaii,2020,70109.4
1134,Idaho,2020,75145.5
1135,Illinois,2020,734385.0
1136,Indiana,2020,327277.9
1137,Iowa,2020,170957.4
1138,Kansas,2020,158348.3
1139,Kentucky,2020,188396.3
1140,Louisiana,2020,218421.7
1141,Maine,2020,59881.4
1142,Maryland,2020,352384.0
1143,Massachusetts,2020,500001.0
1144,Michigan,2020,448455.3
1145,Minnesota,2020,328489.5
1146,Mississippi,2020,100526.9
1147,Missouri,2020,282754.1
1148,Montana,2020,46750.4
1149,Nebraska,2020,118141.5
1150,Nevada,2020,146492.5
1151,New Hampshire,2020,75927.6
1152,New Jersey,2020,535323.7
1153,New Mexico,2020,92496.3
1154,New York,2020,1432507.0
1155,North Carolina,2020,506658.1
1156,North Dakota,2020,53653.6
1157,Ohio,2020,594143.6
1158,Oklahoma,2020,192485.5
1159,Oregon,2020,215743.6
1160,Pennsylvania,2020,680957.4
1161,Rhode Island,2020,51516.1
1162,South Carolina,2020,208234.1
1163,South Dakota,2020,47402.4
1164,Tennessee,2020,323454.0
1165,Texas,2020,1747562.0
1166,Utah,2020,174954.7
1167,Vermont,2020,29064.6
1168,Virginia,2020,478909.3
1169,Washington,2020,538856.1
1170,West Virginia,2020,70444.2
1171,Wisconsin,2020,293104.9
1172,Wyoming,2020,36268.6
1173,Alabama,2021,209979.3
1174,Alaska,2021,50869.4
1175,Arizona,2021,347656.0
1176,Arkansas,2021,123347.3
1177,California,2021,2874730.8
1178,Colorado,2021,373763.3
1179,Connecticut,2021,246555.9
1180,Delaware,2021,64404.7
1181,District of Columbia,2021,126983.0
1182,Florida,2021,1029575.6
1183,Georgia,2021,575292.2
1184,Hawaii,2021,74547.2
1185,Idaho,2021,80093.8
1186,Illinois,2021,780060.8
1187,Indiana,2021,346240.9
1188,Iowa,2021,179753.0
1189,Kansas,2021,162290.9
1190,Kentucky,2021,197818.3
1191,Louisiana,2021,221152.7
1192,Maine,2021,63594.5
1193,Maryland,2021,368571.1
1194,Massachusetts,2021,533102.1
1195,Michigan,2021,481778.0
1196,Minnesota,2021,346204.3
1197,Mississippi,2021,104353.5
1198,Missouri,2021,295687.3
1199,Montana,2021,48976.2
1200,Nebraska,2021,122136.1
1201,Nevada,2021,159567.3
1202,New Hampshire,2021,82986.3
1203,New Jersey,2021,566893.2
1204,New Mexico,2021,93625.1
1205,New York,2021,1514779.2
1206,North Carolina,2021,541933.8
1207,North Dakota,2021,53803.6
1208,Ohio,2021,629287.0
1209,Oklahoma,2021,193230.0
1210,Oregon,2021,227979.1
1211,Pennsylvania,2021,710973.1
1212,Rhode Island,2021,54606.0
1213,South Carolina,2021,221045.0
1214,South Dakota,2021,49557.9
1215,Tennessee,2021,352461.2
1216,Texas,2021,1815063.6
1217,Utah,2021,186910.0
1218,Vermont,2021,30546.8
1219,Virginia,2021,505351.0
1220,Washington,2021,575129.0
1221,West Virginia,2021,71343.2
1222,Wisconsin,2021,306467.4
1223,Wyoming,2021,36400.0
